,channelGrouping,date,device_browser,device_deviceCategory,device_isMobile,device_operatingSystem,fullVisitorId,geoNetwork_city,geoNetwork_continent,geoNetwork_country,geoNetwork_metro,geoNetwork_networkDomain,geoNetwork_region,geoNetwork_subContinent,sessionId,totals_bounces,totals_hits,totals_newVisits,totals_pageviews,totals_transactionRevenue,trafficSource_adContent,trafficSource_campaignCode,trafficSource_isTrueDirect,trafficSource_keyword,trafficSource_medium,trafficSource_referralPath,trafficSource_source,tsadclick_adNetworkType,tsadclick_gclId,tsadclick_isVideoAd,tsadclick_page,tsadclick_slot,visitId,visitNumber,visitStartTime
416043,Referral,20161205,Chrome,desktop,FALSE,Macintosh,5.98E+18,Austin,Americas,United States,Austin TX,,Texas,Northern America,5982288201667188670_1480957832,,17,1,15,139930000,,,,,referral,/,mall.googleplex.com,,,,,,1480957832,1,1480957832
416044,Referral,20161205,Chrome,desktop,FALSE,Macintosh,6.10E+18,New York,Americas,United States,New York NY,,New York,Northern America,6103744486531866196_1480948514,,17,,15,15190000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1480948514,2,1480948514
416046,Direct,20161205,Chrome,desktop,FALSE,Macintosh,1.06E+18,Washington,Americas,United States,Washington DC (Hagerstown MD),,District of Columbia,Northern America,1056878480433332365_1480946367,,17,,17,59990000,,,TRUE,,(none),,(direct),,,,,,1480946367,2,1480946367
416055,Direct,20161205,Chrome,desktop,FALSE,Windows,5.58E+18,,Americas,United States,,broadviewnet.net,,Northern America,5579426587709014317_1480964313,,18,1,14,19990000,,,TRUE,,(none),,(direct),,,,,,1480964313,1,1480964313
416058,Direct,20161205,Chrome,mobile,TRUE,Android,9.25E+18,,Americas,United States,,,,Northern America,9253755615213751082_1480941992,,18,,15,64870000,,,TRUE,,(none),,(direct),,,,,,1480941992,13,1480941992
416066,Referral,20161205,Chrome,desktop,FALSE,Macintosh,7.00E+18,,Americas,United States,,,,Northern America,7003898420257026546_1480962318,,18,,16,19190000,,,,,referral,/,mall.googleplex.com,,,,,,1480962318,2,1480962318
416073,Referral,20161205,Chrome,desktop,FALSE,Macintosh,7.69E+17,San Francisco,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,768998327849146700_1480966493,,19,,15,30390000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1480966493,3,1480966493
416084,Direct,20161205,Chrome,desktop,FALSE,Macintosh,1.91E+18,Washington,Americas,United States,Washington DC (Hagerstown MD),,District of Columbia,Northern America,1912325776785517959_1480967303,,20,1,16,83170000,,,TRUE,,(none),,(direct),,,,,,1480967303,1,1480967303
416088,Referral,20161205,Chrome,desktop,FALSE,Linux,6.64E+18,New York,Americas,United States,New York NY,,New York,Northern America,6638757715697326047_1480951264,,20,,18,37570000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1480951264,2,1480951264
416091,Referral,20161205,Chrome,desktop,FALSE,Macintosh,8.63E+18,,Americas,United States,,wayport.net,,Northern America,8627561348122631479_1480988143,,21,,16,419000000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1480988143,7,1480988143
416098,Referral,20161205,Chrome,desktop,FALSE,Macintosh,6.94E+18,,Americas,United States,,optonline.net,,Northern America,6944407004438928008_1480935985,,22,,18,33580000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1480935985,6,1480935985
416122,Organic Search,20161205,Chrome,mobile,TRUE,Android,6.43E+18,,Americas,United States,,,,Northern America,6431612783925997248_1480974918,,24,,23,18990000,,,TRUE,,organic,,google,,,,,,1480974918,4,1480974918
416128,Referral,20161205,Chrome,desktop,FALSE,Macintosh,3.16E+18,Austin,Americas,United States,Austin TX,,Texas,Northern America,3158480820561583976_1480953172,,24,1,20,38390000,,,,,referral,/,mall.googleplex.com,,,,,,1480953172,1,1480953172
416131,Referral,20161205,Chrome,desktop,FALSE,Macintosh,2.89E+18,New York,Americas,United States,New York NY,,New York,Northern America,2888741988109163849_1480953207,,25,,19,55960000,,,,,referral,/,mall.googleplex.com,,,,,,1480953207,2,1480953207
416135,Referral,20161205,Chrome,desktop,FALSE,Macintosh,6.02E+18,Austin,Americas,United States,Austin TX,,Texas,Northern America,6019250371266018311_1480973991,,25,1,20,30380000,,,,,referral,/,mall.googleplex.com,,,,,,1480973991,1,1480973991
416142,Referral,20161205,Chrome,desktop,FALSE,Linux,7.81E+18,Seattle,Americas,United States,Seattle-Tacoma WA,qwest.net,Washington,Northern America,7810785569344571093_1480973757,,27,1,25,27180000,,,,,referral,/,mall.googleplex.com,,,,,,1480973757,1,1480973757
416144,Paid Search,20161205,Chrome,desktop,FALSE,Macintosh,9.55E+18,,Americas,United States,,,,Northern America,9554575617548923526_1481006801,,27,1,21,42370000,,,,6qEhsCssdK0z36ri,cpc,,google,Google Search,CjwKEAiAvZTCBRDvnoOaoa2j3xISJABxPjN9GG9d82hutHWA5hdVOyRmOO41EMhQ7JmwKYOsGdFI9hoC3dDw_wcB,FALSE,1,Top,1481006801,1,1481006801
416147,Direct,20161205,Chrome,desktop,FALSE,Macintosh,6.89E+18,,Americas,United States,,,,Northern America,6894849374667482787_1480980141,,27,1,25,188980000,,,TRUE,,(none),,(direct),,,,,,1480980141,1,1480980141
416148,Referral,20161205,Chrome,desktop,FALSE,Macintosh,3.40E+18,San Francisco,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,3395251230971763011_1481004872,,27,1,25,50330000,,,,,referral,/,mall.googleplex.com,,,,,,1481004872,1,1481004872
416150,Organic Search,20161205,Chrome,desktop,FALSE,Windows,7.66E+18,,Americas,United States,,,,Northern America,7661043951104922558_1480998754,,28,,21,16990000,,,TRUE,,organic,,google,,,,,,1480998754,4,1480998754
416151,Referral,20161205,Chrome,desktop,FALSE,Chrome OS,4.55E+18,San Francisco,Americas,United States,San Francisco-Oakland-San Jose CA,web-pass.com,California,Northern America,4554186249452816477_1481001208,,28,,25,96660000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1481001208,5,1481001208
416152,Organic Search,20161205,Firefox,desktop,FALSE,Windows,5.13E+18,Palo Alto,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,5130291544315310058_1480993444,,28,,26,33980000,,,,,organic,,google,,,,,,1480993444,2,1480993444
416157,Referral,20161205,Chrome,desktop,FALSE,Chrome OS,7.35E+17,New York,Americas,United States,New York NY,rr.com,New York,Northern America,734695769767612161_1480983627,,29,1,24,41590000,,,,,referral,/,mall.googleplex.com,,,,,,1480983627,1,1480983627
416162,Referral,20161205,Chrome,desktop,FALSE,Macintosh,5.68E+18,Chicago,Americas,United States,Chicago IL,,Illinois,Northern America,5677740195938501149_1480975357,,30,,25,59990000,,,,,referral,/,mall.googleplex.com,,,,,,1480975357,3,1480975357
416163,Organic Search,20161205,Chrome,desktop,FALSE,Windows,4.35E+18,,Americas,United States,,,,Northern America,4353126810797265189_1480941147,,30,1,24,18980000,,,,,organic,,google,,,,,,1480941147,1,1480941147
416169,Referral,20161205,Chrome,desktop,FALSE,Macintosh,1.07E+18,Mountain View,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,1066020050760729061_1481004054,,31,,24,32780000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1481004054,2,1481004054
416176,Organic Search,20161205,Edge,desktop,FALSE,Windows,2.78E+18,,Americas,United States,,,,Northern America,2775394985633648624_1480969447,,33,,29,21980000,,,,,organic,,google,,,,,,1480969447,2,1480969447
416179,Organic Search,20161205,Safari,desktop,FALSE,Macintosh,6.37E+17,,Americas,United States,,,,Northern America,636983386776288406_1480995135,,33,,24,175960000,,,,,organic,,google,,,,,,1480995135,4,1480995135
416180,Referral,20161205,Chrome,desktop,FALSE,Macintosh,5.88E+18,San Francisco,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,5881420815591584294_1480977646,,34,,26,537480000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1480977646,7,1480977646
416189,Organic Search,20161205,Safari,desktop,FALSE,Macintosh,8.52E+17,,Americas,United States,,,,Northern America,852340024895888997_1480951045,,35,,29,5480000,,,TRUE,,organic,,google,,,,,,1480951045,2,1480951045
416198,Organic Search,20161205,Safari,mobile,TRUE,iOS,8.10E+18,Denver,Americas,United States,Denver CO,qwest.net,Colorado,Northern America,8097586032450579868_1480965474,,40,1,32,80960000,,,,,organic,,google,,,,,,1480965474,1,1480965474
416201,Referral,20161205,Chrome,desktop,FALSE,Macintosh,1.38E+17,Sunnyvale,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,138351554340162956_1480963112,,40,1,36,7980000,,,,,referral,/,mall.googleplex.com,,,,,,1480963112,1,1480963112
416204,Referral,20161205,Chrome,desktop,FALSE,Linux,3.85E+18,Mountain View,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,3849055062112562467_1480960719,,42,,35,34370000,,,,,referral,/,mall.googleplex.com,,,,,,1480960719,2,1480960719
416210,Paid Search,20161205,Safari,mobile,TRUE,iOS,5.33E+17,,Americas,United States,,myvzw.com,,Northern America,0532638128006986594_1480965033,,45,1,37,25960000,,,,6qEhsCssdK0z36ri,cpc,,google,Google Search,CjwKEAiAvZTCBRDvnoOaoa2j3xISJABxPjN9O8mkUSDhxNRA8Z9wXWPxKFuad4NrfSyesp5nFd9woxoCrqPw_wcB,FALSE,1,RHS,1480965033,1,1480965033
416213,Organic Search,20161205,Safari,mobile,TRUE,iOS,5.68E+18,,Americas,United States,,comcast.net,,Northern America,5675405939347398013_1480997057,,45,1,36,59460000,,,,,organic,,google,,,,,,1480997057,1,1480997057
416214,Direct,20161205,Chrome,desktop,FALSE,Windows,1.70E+18,New York,Americas,United States,New York NY,verizon.net,New York,Northern America,1697669626154342415_1480963612,,46,1,42,55990000,,,TRUE,,(none),,(direct),,,,,,1480963612,1,1480963612
416216,Organic Search,20161205,Chrome,desktop,FALSE,Macintosh,4.39E+18,,Americas,United States,,ztomy.com,,Northern America,4386324166188241612_1480961192,,46,,36,19440000,,,TRUE,,organic,,google,,,,,,1480961192,6,1480961192
416217,Referral,20161205,Chrome,desktop,FALSE,Linux,4.74E+18,Sunnyvale,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,4739974666602376469_1480963908,,49,,41,42970000,,,,,referral,/,mall.googleplex.com,,,,,,1480963908,2,1480963908
416218,Referral,20161205,Chrome,desktop,FALSE,Macintosh,4.93E+18,Chicago,Americas,United States,Chicago IL,,Illinois,Northern America,4928511540945195649_1480959408,,49,1,42,229370000,,,,,referral,/,mall.googleplex.com,,,,,,1480959408,1,1480959408
416221,Referral,20161205,Chrome,desktop,FALSE,Macintosh,1.11E+18,New York,Americas,United States,New York NY,,New York,Northern America,1109190750765217972_1480977963,,50,,34,839160000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1480977963,3,1480977963
416222,Referral,20161205,Chrome,desktop,FALSE,Macintosh,4.60E+18,,Americas,United States,,,,Northern America,4596484910104126355_1480964911,,50,,38,67560000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1480964911,3,1480964911
416224,Organic Search,20161205,Chrome,desktop,FALSE,Windows,1.29E+18,,Americas,United States,,comcastbusiness.net,,Northern America,1291592657777580193_1480974457,,52,,40,91370000,,,TRUE,,organic,,google,,,,,,1480974457,3,1480974457
416226,Direct,20161205,Chrome,desktop,FALSE,Chrome OS,7.46E+18,,Americas,United States,,,,Northern America,7463172420271311409_1480968809,,54,,41,1128630000,,,TRUE,,(none),,(direct),,,,,,1480968809,9,1480968809
416231,Direct,20161205,Chrome,desktop,FALSE,Macintosh,9.80E+18,,Americas,United States,,travelnet.mx,,Northern America,9800907227461881952_1480954061,,56,,49,66920000,,,TRUE,,(none),,(direct),,,,,,1480954061,5,1480954061
416233,Referral,20161205,Chrome,desktop,FALSE,Macintosh,4.77E+18,,Americas,United States,,qwest.net,,Northern America,4773573244753299893_1480989926,,57,,40,119160000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1480989926,5,1480989926
416237,Paid Search,20161205,Safari,desktop,FALSE,Macintosh,2.31E+18,,Americas,United States,,,,Northern America,2309518825071815272_1480979582,,59,1,48,85470000,,,,6qEhsCssdK0z36ri,cpc,,google,Google Search,CjwKEAiAvZTCBRDvnoOaoa2j3xISJABxPjN9uSVWkTPWOk_SPfQDuaVWOTCyX5KV43DFOKjTG-VKdxoC_5jw_wcB,FALSE,1,Top,1480979582,1,1480979582
416238,Referral,20161205,Chrome,desktop,FALSE,Linux,4.37E+18,Sunnyvale,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,4373501148978271685_1481005403,,59,1,46,32940000,,,,,referral,/,mall.googleplex.com,,,,,,1481005403,1,1481005403
416240,Organic Search,20161205,Chrome,desktop,FALSE,Macintosh,5.44E+17,,Americas,United States,,comcast.net,,Northern America,543654610852010937_1481000816,,61,,45,48770000,,,,,organic,,google,,,,,,1481000816,5,1481000816
416246,Direct,20161205,Chrome,desktop,FALSE,Chrome OS,9.46E+18,,Americas,United States,,,,Northern America,9457643087878203141_1480982179,,66,,50,474050000,,,TRUE,,(none),,(direct),,,,,,1480982179,4,1480982179
416247,Direct,20161205,Chrome,desktop,FALSE,Windows,6.91E+18,,Americas,United States,,,,Northern America,6913633170731491634_1480959679,,70,1,57,1167240000,,,TRUE,,(none),,(direct),,,,,,1480959679,1,1480959679
416249,Referral,20161205,Chrome,desktop,FALSE,Chrome OS,2.00E+18,,Americas,United States,,verizon.net,,Northern America,1995912971460656574_1480949203,,72,,56,144710000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1480949203,4,1480949203
416251,Referral,20161205,Chrome,desktop,FALSE,Chrome OS,8.79E+18,Mountain View,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,8790261555863797241_1480965303,,74,,55,197330000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1480965303,2,1480965303
416254,Referral,20161205,Chrome,desktop,FALSE,Macintosh,1.86E+18,Sunnyvale,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,1864017936714423665_1480987877,,78,1,62,40930000,,,,,referral,/,mall.googleplex.com,,,,,,1480987877,1,1480987877
416257,Referral,20161205,Chrome,desktop,FALSE,Macintosh,1.13E+18,Mountain View,Americas,United States,San Francisco-Oakland-San Jose CA,travelnet.mx,California,Northern America,1127359726951964431_1480984486,,84,,64,75960000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1480984486,4,1480984486
416259,Referral,20161205,Chrome,desktop,FALSE,Macintosh,7.52E+18,San Francisco,Americas,United States,San Francisco-Oakland-San Jose CA,comcast.net,California,Northern America,7517997316226476864_1481001685,,89,,68,59160000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1481001685,2,1481001685
416260,Organic Search,20161205,Chrome,desktop,FALSE,Windows,7.53E+18,Mountain View,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,7527510721694637931_1480992791,,116,1,75,187830000,,,,,organic,,google,,,,,,1480992791,1,1480992791
416263,Referral,20161205,Chrome,desktop,FALSE,Macintosh,1.11E+18,New York,Americas,United States,New York NY,,New York,Northern America,1109190750765217972_1480974192,,159,,107,471470000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1480974192,2,1480974192
416264,Direct,20161205,Chrome,desktop,FALSE,Linux,4.37E+18,Mountain View,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,4373534575888961818_1480966988,,171,1,119,10360000,,,TRUE,,(none),,(direct),,,,,,1480966988,1,1480966988
421169,Direct,20170109,Safari (in-app),mobile,TRUE,iOS,6.54E+18,,Americas,United States,,mchsi.com,,Northern America,6539518527897980356_1484000332,,8,1,8,18990000,,,TRUE,,(none),,(direct),,,,,,1484000332,1,1484000332
421300,Referral,20170109,Chrome,desktop,FALSE,Macintosh,4.76E+18,Seattle,Americas,United States,Seattle-Tacoma WA,,Washington,Northern America,4758916657085060917_1484002795,,12,,11,191700000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1484002795,3,1484002795
421305,Referral,20170109,Chrome,desktop,FALSE,Macintosh,8.04E+17,,Americas,United States,,,,Northern America,803888563485194008_1483989737,,12,,10,59990000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1483989737,7,1483989737
421346,Direct,20170109,Safari,desktop,FALSE,Macintosh,7.82E+18,Chicago,Americas,United States,Chicago IL,,Illinois,Northern America,7818622582367990484_1483968781,,14,1,12,99990000,,,TRUE,,(none),,(direct),,,,,,1483968781,1,1483968781
421366,Direct,20170109,Chrome,desktop,FALSE,Chrome OS,4.06E+18,Austin,Americas,United States,Austin TX,,Texas,Northern America,4058506374393507952_1483998361,,16,1,13,74990000,,,TRUE,,(none),,(direct),,,,,,1483998361,1,1483998361
421370,Organic Search,20170109,Chrome,desktop,FALSE,Windows,4.39E+18,,Asia,Singapore,,unknown.unknown,,Southeast Asia,4391159742781809610_1484034947,,16,,14,49990000,,,TRUE,,organic,,google,,,,,,1484034947,2,1484034947
421385,Organic Search,20170109,Chrome,desktop,FALSE,Windows,8.06E+18,Sunnyvale,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,8056549664540866656_1484000273,,18,,16,44790000,,,TRUE,,organic,,google,,,,,,1484000273,2,1484000273
421390,Display,20170109,Chrome,desktop,FALSE,Linux,4.37E+18,San Bruno,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,4365809776716151144_1483988529,,18,,13,100000000,,,TRUE,,cpm,,dfa,,,,,,1483988529,2,1483988529
421417,Organic Search,20170109,Chrome,desktop,FALSE,Windows,2.33E+18,Houston,Americas,United States,Houston TX,not.configured,Texas,Northern America,2332536676601903155_1483992301,,22,,20,28980000,,,TRUE,,organic,,google,,,,,,1483992301,3,1483992301
421421,Referral,20170109,Chrome,desktop,FALSE,Macintosh,1.98E+16,New York,Americas,United States,New York NY,rcn.com,New York,Northern America,19814677684676098_1484015270,,22,,16,50390000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1484015270,8,1484015270
421424,Direct,20170109,Chrome,desktop,FALSE,Macintosh,1.60E+18,New York,Americas,United States,New York NY,optonline.net,New York,Northern America,1596912606849218999_1483974967,,23,,21,3500000,,,TRUE,,(none),,(direct),,,,,,1483974967,4,1483974967
421426,Referral,20170109,Chrome,desktop,FALSE,Macintosh,8.02E+18,,Americas,United States,,,,Northern America,8022178122812724446_1483973961,,23,,17,43100000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1483973961,9,1483973961
421430,Referral,20170109,Chrome,desktop,FALSE,Macintosh,7.79E+18,,Americas,United States,,,,Northern America,7788388085759905895_1483990544,,24,,16,239600000,,,TRUE,,referral,/a/google.com/googletopia/discounts-deals-and-free-stuff/alphabet-google-discounts,sites.google.com,,,,,,1483990544,2,1483990544
421434,Referral,20170109,Chrome,desktop,FALSE,Macintosh,1.34E+18,New York,Americas,United States,New York NY,,New York,Northern America,1336922403988607259_1483989371,,25,,21,27180000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1483989371,4,1483989371
